player,team,position,gamesPlayed,minutesPlayed,gamesStarted,fieldGoals,fieldGoalAttempts,fieldGoalPercentage,threePointers,threePointAttempts,threePointPercentage,twoPointers,twoPointAttempts,twoPointPercentage,freeThrows,freeThrowAttempts,freeThrowPercentage,offensiveReb,totalReb,assists,steals,blocks,turnovers,personalFouls,points,year
Briann January,IND,G,10,286,10,4.7,13.1,0.357,1.3,4.1,0.318,3.4,9,0.375,5.4,6.5,0.829,0.9,2.6,9.3,2.8,0,6.2,6.2,16.1,2011
Temeka Johnson,PHO,G,30,717,30,5.1,11.7,0.435,1.7,4.5,0.385,3.4,7.3,0.467,1.3,1.5,0.864,0.6,4.1,9.1,1.7,0.3,3.9,3.7,13.3,2011
Asjha Jones,CON,F,34,971,34,10.5,23.7,0.444,0.2,0.5,0.3,10.4,23.2,0.447,2.9,4,0.711,3.4,11.5,3.4,1.1,0.9,3.4,5.4,24.1,2011
Marion Jones,TUL,G,14,91,0,2.3,12.2,0.19,0,2.3,0,2.3,9.8,0.235,1.2,2.3,0.5,2.3,3.5,1.7,4.1,1.2,2.9,6.4,5.8,2011
Ewelina Kobryn,SEA,C,18,123,0,4.9,13.4,0.367,0.9,3.1,0.286,4,10.3,0.391,0.9,1.3,0.667,2.2,9.8,2.7,2.2,2.7,3.6,7.2,11.6,2011
Cathrine Kraayeveld,CHI,F,33,681,15,5.1,12.8,0.395,4,9.7,0.409,1.1,3.1,0.35,0.8,1.2,0.733,1.8,6.6,3.1,1.6,0.6,2.9,3.1,15,2011
Jennifer Lacy,TUL,F,34,653,18,6.6,16.5,0.402,2.3,6.5,0.35,4.4,10,0.435,1.7,2.4,0.7,2.3,7.3,2.7,1.6,1.4,4.1,6.9,17.2,2011
Natasha Lacy,LAS,G,29,394,0,7.7,18.1,0.429,0.5,1.6,0.333,7.2,16.4,0.438,3.7,6.8,0.54,2.6,8.7,6.5,3.8,1.2,4.8,5.4,19.7,2011
Crystal Langhorne,WAS,F-C,31,1063,31,11.5,21.6,0.534,0.1,0.4,0.125,11.5,21.2,0.542,5.5,7.7,0.711,4.9,12,2.6,2,0.8,5.2,3.7,28.6,2011
Ivory Latta,TUL,G,24,684,24,8.5,20.5,0.414,2.6,7.5,0.351,5.9,13,0.45,3,3.6,0.83,0.8,3.7,5.9,2.2,0.2,5.3,4.4,22.6,2011
Jantel Lavender,LAS,F,33,487,3,10.1,20.2,0.5,0,0,,10.1,20.2,0.5,3.6,4.9,0.733,3.8,11.3,1.6,0.7,1.3,3.1,5.1,23.8,2011
Kara Lawson,CON,G,33,832,8,6.9,15.3,0.449,3.4,7.9,0.43,3.5,7.4,0.471,4,4.5,0.89,0.7,5.4,6,1.4,0.1,2.9,2.2,21.2,2011
Shalee Lehning,ATL,G,18,218,0,2.9,6.1,0.481,0.9,2,0.444,2,4.1,0.5,1.8,2.9,0.615,0.9,5.4,9.3,1.8,0.5,6.1,5.2,8.6,2011
Betty Lennox,TUL,G,9,55,0,3.8,22,0.174,3.8,16.3,0.235,0,5.7,0,4.8,5.7,0.833,1.9,7.7,4.8,1.9,0,5.7,6.7,16.3,2011
Camille Smith,SEA,F,33,887,33,8,17.2,0.464,0.3,1.4,0.227,7.7,15.9,0.484,3.4,5.1,0.663,2.9,10.6,3.3,2.8,1.4,4.6,6.8,19.7,2011
Sancho Lyttle,ATL,F,22,577,19,7.7,17.1,0.448,0.2,0.6,0.286,7.5,16.5,0.454,3.3,4.7,0.709,3.5,11.8,4,4.4,1,3.8,3.9,18.9,2011
Kelly Mazzante,ATL,G,6,34,0,1.4,17.4,0.083,1.4,17.4,0.083,0,0,,0,0,,0,2.9,0,1.4,0,1.4,2.9,4.3,2011
Angel McCoughtry,ATL,F-G,33,921,30,12.6,29.6,0.424,1,3.8,0.264,11.5,25.8,0.448,11.9,15.3,0.777,2.8,9.2,4.5,3.8,1.7,5.6,5.3,38.1,2011
Danielle McCray,CON,F,34,513,23,6.9,17.4,0.399,3.4,8.8,0.391,3.5,8.7,0.407,2.7,3.5,0.771,1.4,7.7,4.2,1.6,0.4,3.4,4.5,20,2011
Taj McWilliams-Franklin,MIN,F-C,34,966,33,6.3,14.2,0.444,0.1,0.5,0.222,6.2,13.7,0.452,2.6,3.3,0.77,4,11.2,4.4,1.9,1.3,2.9,4.4,15.3,2011
Coco Miller,ATL,G,31,538,5,8.8,20.3,0.432,1.4,4.1,0.333,7.4,16.2,0.458,1.8,3.4,0.541,2,5.4,3.9,1.6,0.1,2.8,5.9,20.8,2011
Kelly Miller,WAS,G,34,943,29,4.9,12.9,0.382,2.8,6.4,0.441,2.1,6.5,0.325,1.7,2.2,0.789,1.3,4.5,5.4,1.3,0.5,3.5,4,14.4,2011
DeLisha Milton-Jones,LAS,F,34,891,34,9.3,20,0.462,1.5,4.3,0.352,7.7,15.7,0.492,3.8,4.6,0.831,3.3,9.5,4,1.9,0.7,5,5.9,23.8,2011
Leilani Mitchell,NYL,G,34,864,30,4.2,11.3,0.375,2.6,7.2,0.364,1.6,4,0.394,0.5,0.6,0.8,1,4.5,6.1,2.7,0.2,2.6,4.7,11.6,2011
Jacinta Monroe,TUL,F,4,21,0,0,10,0,0,0,,0,10,0,0,0,,5,10,2.5,0,0,5,7.5,0,2011
Alex Montgomery,NYL,G-F,30,271,0,5.5,16.6,0.329,1.6,3.5,0.444,3.9,13.1,0.299,2.1,3.3,0.647,2.9,10.5,4.1,2,1.4,3.7,6.4,14.6,2011
Renee Montgomery,CON,G,34,991,34,8,20,0.4,3.2,8.3,0.384,4.8,11.8,0.412,6.6,7.9,0.829,0.6,3.8,8.7,2.6,0.2,4.6,2.4,25.8,2011
Jessica Moore,CON,F-C,29,199,0,4.4,10.4,0.425,0,0,,4.4,10.4,0.425,3.6,4.7,0.778,2.6,6,1.3,1.3,0.5,3.6,4.9,12.4,2011
Maya Moore,MIN,F,34,951,34,9.1,20.7,0.439,3.2,8.7,0.369,5.9,12,0.488,3.5,4.4,0.788,3.2,8.7,5,2.7,0.9,2.8,5.1,24.8,2011
Shay Murphy,CHI,G,10,205,0,7.9,21.4,0.369,2.5,6.4,0.4,5.4,15,0.356,6.6,7.1,0.929,6.6,12.2,2.8,3.3,1,4.8,7.4,25,2011
Jenna O'Hea,LAS,F,31,507,5,5.2,11.9,0.434,3,6.7,0.444,2.2,5.3,0.42,2.3,3,0.786,1.6,5,4.2,1.3,0.5,2.7,4.9,15.6,2011
Abi Olajuwon,TUL,C,16,99,0,3.7,13.8,0.269,0,0,,3.7,13.8,0.269,1.1,1.1,1,1.6,6.4,1.1,0,1.1,2.7,4.8,8.5,2011
Courtney Paris,ATL,C,28,269,0,7.3,14.1,0.519,0,0.2,0,7.3,13.9,0.526,2.9,5.7,0.516,7,16.1,1.8,1.5,2,1.5,8.2,17.6,2011
Candace Parker,LAS,F-C,17,555,16,11.2,21.9,0.511,1.7,4.1,0.419,9.5,17.7,0.533,6.2,8.4,0.736,2,14.1,4.5,2,2.6,3.2,3.3,30.3,2011
Kayla Pedersen,TUL,F,33,784,20,5.4,13.4,0.402,1.5,4.6,0.324,3.9,8.8,0.443,2.9,3.6,0.796,1.7,8.1,3.9,2.4,0.8,2.8,5.3,15.1,2011
Ticha Penicheiro,LAS,G,34,807,23,4.8,9.8,0.486,1,2.4,0.417,3.8,7.4,0.509,3.1,3.5,0.868,0.5,6.2,10.7,1.9,0.2,4.7,3.2,13.6,2011
Jia Perkins,SAS,G,34,852,8,9.3,22.3,0.418,2.4,7.8,0.313,6.9,14.6,0.475,3.6,4.3,0.845,1.3,7.2,2.9,2.7,0.5,2.1,2.9,24.8,2011
Erin Phillips,IND,G,31,689,22,7.1,15.3,0.462,2,4.7,0.426,5,10.5,0.478,4.7,5.6,0.833,1.2,6.8,5.7,2.3,0,3.5,4,20.8,2011
Porsha Phillips,SAS,F,31,258,1,4.6,11.8,0.39,0,0,,4.6,11.8,0.39,1.8,3.8,0.474,3.6,11.6,1.8,1,2.4,1.8,6.4,11,2011
Plenette Pierson,NYL,F,33,945,33,9.7,20.2,0.478,0.1,0.6,0.2,9.6,19.7,0.486,4.4,5.5,0.806,3.5,9.6,2.5,2.1,1.7,3.5,5,23.9,2011
Jeanette Pohlen-Mavunga,IND,G,34,539,2,4.8,10.1,0.471,2.9,6.1,0.468,1.9,4,0.475,1.3,1.5,0.867,1,4.7,3.3,1.3,0.4,2.1,3.2,13.7,2011
Cappie Pondexter,NYL,G,34,1151,34,9.7,24.2,0.402,2.7,7.7,0.345,7.1,16.5,0.428,5,6.2,0.813,1,6.4,7.3,2,0.5,4.3,3.2,27.1,2011
Nicole Powell,NYL,F,33,935,33,6.7,16.3,0.41,3.1,8.6,0.353,3.6,7.6,0.474,1.6,1.8,0.906,1.8,7.9,4.3,2.5,0.6,3.7,4.2,18,2011
Armintie Herrington,ATL,G,34,797,21,6.7,12.8,0.519,0,0.1,0,6.7,12.7,0.524,4.5,7.4,0.608,3.1,6.2,5.9,3.2,0.1,3,3.8,17.8,2011
Epiphanny Prince,CHI,G,34,1001,27,8.5,22.5,0.375,2.6,7,0.373,5.8,15.5,0.376,4.7,5.8,0.804,1.2,3.7,5.3,4.1,0.7,3,4,24.2,2011
LaToya Sanders,LAS,F-C,20,222,0,6.3,13.3,0.473,0.2,0.2,1,6,13,0.463,5.8,6.5,0.889,4.3,11.3,1.2,1.2,3.1,2.9,6.5,18.6,2011
Allie Quigley,SEA,G,7,14,0,3.9,19.6,0.2,0,3.9,0,3.9,15.7,0.25,7.9,7.9,1,3.9,15.7,3.9,3.9,3.9,3.9,3.9,15.7,2011
Noelle Quinn,LAS,G,33,681,23,5,12.9,0.39,1.8,4.6,0.397,3.2,8.3,0.387,1.4,1.7,0.818,0.9,4.6,5.1,1.7,0.2,1.9,2,13.3,2011
Chastity Reed,TUL,F,11,145,1,6.2,16.7,0.37,0,0.4,0,6.2,16.3,0.378,1.5,2.2,0.667,0.7,7.6,2.9,1.1,0.4,4.4,9.4,13.8,2011
Andrea Riley,TUL,G,33,626,10,5.4,17.2,0.314,2,9.4,0.214,3.4,7.7,0.435,4,4.6,0.855,0.4,3.2,4.9,2.7,0.3,5.6,6.5,16.7,2011
Ruth Riley,SAS,C,34,645,34,6.5,13.4,0.485,0.6,1.1,0.571,5.9,12.3,0.477,1.6,2.1,0.769,2.2,10.4,3.4,1,2.4,2.3,7.1,15.2,2011
Ashley Robinson,SEA,C,34,583,13,5.6,11.5,0.484,0,0.1,0,5.6,11.4,0.488,1,2.1,0.5,3.9,12.4,2.3,2.1,3.1,4.1,8.6,12.2,2011
Danielle Robinson,SAS,G,34,786,9,6.4,14,0.46,0,0.1,0,6.4,13.9,0.462,5.5,6.1,0.903,1.6,5.2,8.7,1.8,0.3,3.9,5,18.4,2011
Nakia Sanford,PHO,C-F,33,476,16,4.8,9.9,0.484,0,0,,4.8,9.9,0.484,4.7,6.2,0.75,5.2,14.3,1.2,0.7,0.7,3,7.6,14.3,2011
Olayinka Sanni,PHO,F-C,14,73,0,6.8,10.2,0.667,0,0,,6.8,10.2,0.667,1.4,4.1,0.333,2.7,6.8,0,2,0.7,8.8,15.6,14.9,2011
Katie Smith*,SEA,G,34,853,3,5.7,14.4,0.395,3.2,8,0.395,2.5,6.4,0.394,1.9,2.3,0.857,1.1,5.1,4.4,1.5,0.3,2.9,4.3,16.4,2011
Tangela Smith,IND,C,33,711,32,6.6,17.8,0.371,2.4,7.1,0.34,4.2,10.7,0.392,2.3,2.6,0.882,2,7.7,3.7,1.7,1.2,3.2,6,17.9,2011
Belinda Snell,SEA,G,21,134,0,4.5,11.5,0.393,3.3,8.6,0.381,1.2,2.9,0.429,4.5,5.3,0.846,1.2,6.2,2.9,1.2,0.8,3.7,7.4,16.8,2011
Michelle Snow,CHI,C,34,821,30,5.2,11.5,0.456,0,0.1,0,5.2,11.3,0.461,2.4,3.2,0.76,2.5,13.5,4.1,1,2.8,4.5,5.3,12.8,2011
Tammy Sutton-Brown,IND,C,34,645,26,5.6,11.5,0.489,0,0.2,0,5.6,11.3,0.5,4.3,5.8,0.743,3.4,8.8,1.6,3,3.4,2.7,5.4,15.6,2011
Ketia Swanier,PHO,G,29,429,4,3.1,9.1,0.342,1.4,4.8,0.286,1.7,4.3,0.405,1.3,1.8,0.688,0.7,6.4,7.6,2.7,0.1,5.8,5.8,8.9,2011
Sheryl Swoopes*,TUL,F-G,33,879,28,6.1,15.2,0.398,1.7,5.5,0.319,4.3,9.8,0.442,2.4,2.8,0.87,1.3,8.1,4.6,1.5,0.5,2.7,2.8,16.2,2011
Carolyn Swords,CHI,C,29,218,4,6.7,12.7,0.528,0,0,,6.7,12.7,0.528,5,5.7,0.875,4.1,12.2,2.2,1.2,1.7,3.8,6.2,18.4,2011
Diana Taurasi,PHO,G,32,965,32,10.7,23.8,0.449,4.2,10.5,0.395,6.5,13.2,0.492,10,11.1,0.903,0.7,5.2,5.9,1.2,1,4.9,5.8,35.5,2011
Penny Taylor,PHO,F,29,864,29,9.4,18.4,0.511,2.6,6.4,0.402,6.8,12,0.569,6.4,7.3,0.874,1.6,8.1,7.7,2.8,0.6,3.7,3.8,27.7,2011
Jasmine Thomas,WAS,G,34,655,6,7,19.9,0.353,2,6.4,0.312,5,13.5,0.372,2,3,0.667,1.1,6,5.3,2.1,0.7,4.5,5,18,2011
Tina Thompson*,LAS,F,34,851,33,7.5,19.6,0.386,2.7,8,0.339,4.8,11.6,0.418,3.5,4.2,0.833,3.1,9.8,2.4,2.5,1.4,4.3,4.7,21.3,2011
Erin Thorn,CHI,G,34,571,7,6,14.9,0.405,2.9,7.4,0.395,3.1,7.5,0.415,1.6,1.7,0.947,0.8,5.3,7.6,1,0.3,5.4,1.1,16.6,2011
Kristi Toliver,LAS,G,32,754,17,8.9,21.2,0.423,4,9.3,0.427,5,11.9,0.419,3.5,3.8,0.907,1.3,4.3,6.6,1.5,0,4.7,4.1,25.3,2011
Courtney Vandersloot,CHI,G,34,777,26,5.6,14.5,0.391,1.1,4,0.271,4.6,10.5,0.436,2.4,3.2,0.766,0.3,4.5,8.5,1.6,0.9,6.2,5.8,14.8,2011
Kia Vaughn,NYL,C,34,955,34,8.2,16.6,0.497,0,0,,8.2,16.6,0.497,2.4,3.1,0.786,5.3,12.6,2.2,2.2,1.4,3.4,5.4,18.9,2011
Lindsay Whalen*,MIN,G,34,956,34,9.8,19.2,0.511,0.9,2.3,0.405,8.9,16.9,0.526,4.9,6.7,0.73,1.6,6.5,10.9,2,0.3,4.1,3.5,25.5,2011
Tan White,CON,G,34,747,0,4.7,13.3,0.354,1.6,5.7,0.28,3.1,7.6,0.409,2.9,3.5,0.84,1.2,6.7,4.6,2.8,0.4,2.9,4.5,13.9,2011
Candice Wiggins,MIN,G,34,582,0,6.1,15.9,0.386,4.4,11.2,0.395,1.7,4.7,0.365,1.4,2.2,0.625,0.5,5.7,4.5,1.6,0.6,2.7,5.3,18.1,2011
Le'coe Willingham,SEA,F,34,649,8,7.4,15.6,0.473,0.9,3.4,0.275,6.4,12.2,0.528,2.9,4.5,0.642,4.5,12.1,3.1,1.5,0.6,3.8,5.2,18.5,2011
Lindsay Wisdom-Hylton,CHI,F,29,234,0,4.9,11.8,0.415,0,0.2,0,4.9,11.6,0.423,0.9,1.8,0.5,4,12.1,4,2.5,3.1,4.7,8.3,10.7,2011
Monica Wright,MIN,G,29,393,0,7.1,18.7,0.379,0.9,3.6,0.259,6.2,15.1,0.407,4.8,6.4,0.75,0.8,6.3,4.1,3.1,0.7,3.7,6.2,19.9,2011
Tanisha Wright,SEA,G,33,953,32,6.8,13.8,0.492,1,2.8,0.367,5.8,11,0.524,4.5,5,0.897,1.4,6.1,5.6,2.3,0.1,5.2,5.6,19.2,2011
Sophia Young-Malcolm,SAS,F,33,1043,33,8.5,19.8,0.429,0,0.3,0,8.5,19.5,0.435,4.6,7.8,0.592,2.4,10.5,3.8,3.3,0.8,2.5,3.9,21.6,2011
Tamera Young,CHI,F,33,792,19,6.7,15.8,0.425,0.1,0.5,0.143,6.7,15.4,0.433,3.6,5,0.724,2.7,8.2,2.8,2.4,0.6,4.1,6.5,17.1,2011
Shavonte Zellous,IND,G,33,463,2,6.6,15,0.438,1,3.9,0.265,5.5,11.1,0.5,6.7,8.5,0.784,2.4,9.2,5.2,1.4,1.7,3.7,8.5,20.9,2011
Kara Braxton,TOT,C-F,31,522,18,10.1,19.7,0.512,0.5,1.1,0.455,9.6,18.6,0.516,2.8,5,0.558,4.5,12.4,3.3,1.9,1.9,4.9,8.2,23.4,2011
Jessica Breland,TOT,F,13,75,0,6.3,16.2,0.391,0,0,,6.3,16.2,0.391,1.4,1.4,1,2.1,9.8,2.8,1.4,4.9,2.1,6.3,14.1,2011
Karima Christmas-Kelly,TOT,F-G,31,308,0,5.2,15.2,0.341,1.6,6.9,0.225,3.6,8.3,0.438,5.5,7.4,0.744,3.5,6.4,1.2,2.4,0.7,4.3,6.1,17.5,2011
Ta'Shia Phillips,TOT,C,15,72,0,6,11.2,0.533,0,0,,6,11.2,0.533,4.5,9,0.5,8.2,14.2,0.7,0,2.2,2.2,13.4,16.4,2011
Sidney Spencer,TOT,G,24,178,0,6.4,14.5,0.44,2,4.6,0.438,4.3,9.9,0.441,1.2,1.2,1,1.2,5.2,3.2,0,0,0.6,4.1,15.9,2011
Krystal Thomas,TOT,C,15,120,0,4.2,7.1,0.588,0,0,,4.2,7.1,0.588,1.3,2.5,0.5,2.1,5,0.8,0.8,2.9,4.2,9.2,9.7,2011
DeMya Walker,TOT,F,30,489,5,6.3,15.8,0.396,0,0.3,0,6.3,15.5,0.404,4,5.4,0.735,5,10.5,2.6,1.1,0.8,4.9,7.9,16.5,2011
Kara Braxton,PHO,C-F,18,356,18,11.3,20.2,0.559,0.6,1.1,0.5,10.7,19.1,0.562,3.5,5.8,0.595,4,12.4,3.3,2.1,1.9,4.5,7.9,26.6,2011
Jessica Breland,NYL,F,9,69,0,6.1,16.1,0.381,0,0,,6.1,16.1,0.381,1.5,1.5,1,2.3,10.7,3.1,1.5,4.6,2.3,6.9,13.8,2011
Karima Christmas-Kelly,WAS,F-G,14,142,0,5,16,0.31,1.9,8.8,0.217,3,7.2,0.421,6.1,8.8,0.696,3.4,6.5,0.4,3,0.4,3.4,6.1,17.9,2011
Ta'Shia Phillips,WAS,C,10,54,0,7,13,0.538,0,0,,7,13,0.538,5,10,0.5,10,16,0,0,3,3,12,19,2011
Sidney Spencer,NYL,G,16,113,0,8,15.9,0.5,1.9,5.6,0.333,6.1,10.3,0.591,0.9,0.9,1,1.9,6.1,2.3,0,0,0.9,4.7,18.7,2011
Krystal Thomas,SEA,C,7,22,0,2.5,2.5,1,0,0,,2.5,2.5,1,0,0,,2.5,10,2.5,5,5,17.5,17.5,5,2011
DeMya Walker,CON,F,10,80,0,5.2,12.3,0.421,0,0,,5.2,12.3,0.421,5.2,7.1,0.727,6.5,10.3,0,1.3,0,7.1,7.7,15.5,2011
Kara Braxton,NYL,C-F,13,166,0,7.3,18.5,0.397,0.3,1,0.333,7,17.5,0.4,1.3,3.2,0.4,5.4,12.4,3.2,1.6,1.9,6,8.9,16.2,2011
Jessica Breland,CON,F,4,6,0,8.6,17.2,0.5,0,0,,8.6,17.2,0.5,0,0,,0,0,0,0,8.6,0,0,17.2,2011
Karima Christmas-Kelly,TUL,F-G,17,166,0,5.4,14.6,0.37,1.3,5.4,0.235,4.1,9.2,0.448,5.1,6.3,0.8,3.5,6.3,1.9,1.9,1,5.1,6,17.1,2011
Ta'Shia Phillips,NYL,C,5,18,0,2.9,5.9,0.5,0,0,,2.9,5.9,0.5,2.9,5.9,0.5,2.9,8.8,2.9,0,0,0,17.6,8.8,2011
Sidney Spencer,PHO,G,8,65,0,3.8,12.2,0.313,2.3,3,0.75,1.5,9.1,0.167,1.5,1.5,1,0,3.8,4.6,0,0,0,3,11.4,2011
Krystal Thomas,PHO,C,8,98,0,4.5,8.1,0.563,0,0,,4.5,8.1,0.563,1.5,3,0.5,2,4,0.5,0,2.5,1.5,7.6,10.6,2011
DeMya Walker,WAS,F,20,409,5,6.5,16.5,0.392,0,0.4,0,6.5,16.1,0.402,3.7,5,0.737,4.8,10.6,3.2,1.1,0.9,4.5,7.9,16.7,2011
Svetlana Abrosimova,SEA,F,34,686,1,7.6,18.3,0.415,3,7.9,0.376,4.6,10.4,0.444,2,3.4,0.568,1.9,8.1,5.4,3.1,0.2,4.8,5.6,20.1,2010
Jessica Adair,MIN,C,1,14,0,3.6,3.6,1,0,0,,3.6,3.6,1,10.9,14.5,0.75,14.5,29,0,0,0,0,14.5,18.1,2010
Matee Ajavon,WAS,G,34,497,0,7.1,20.5,0.346,1,5.3,0.184,6.1,15.2,0.401,6.2,8,0.773,1.7,5.7,5,4.1,0.2,5.6,6.4,21.4,2010
Nicky Anosike,MIN,F-C,31,928,30,4.5,12.2,0.372,0,0,,4.5,12.2,0.372,6.5,8.4,0.773,4.5,11.6,3.3,3.4,1.7,3.6,5.1,15.6,2010
Jayne Appel-Marinelli,SAS,C,28,306,0,6.6,12.3,0.535,0.2,0.5,0.333,6.4,11.8,0.544,3.3,5.9,0.559,3.6,12.3,2.3,1.2,0.9,3.3,6.9,16.6,2010
Seimone Augustus*,MIN,G-F,25,832,25,10.7,25,0.429,2.2,6.5,0.336,8.5,18.5,0.462,2.1,3.1,0.667,0.5,4.9,2.9,1,0.4,2.1,2,25.7,2010
Alison Bales,ATL,C,34,529,3,3.8,8.8,0.433,0.5,1.1,0.417,3.3,7.7,0.435,3.9,4.9,0.796,2.9,11.6,2.5,2.2,3.5,2.1,5.5,11.9,2010
Mistie Bass,CHI,F,34,642,20,5.7,10.7,0.527,0,0.2,0,5.7,10.6,0.535,2.5,4,0.625,4.5,10.9,3,1.6,1.2,3.2,4.1,13.8,2010
Ashley Battle,SAS,F,5,35,0,6.1,18.2,0.333,0,7.6,0,6.1,10.6,0.571,0,0,,6.1,13.6,1.5,0,0,4.5,7.6,12.1,2010
Tully Bevilaqua,IND,G,34,659,27,3.7,9.6,0.383,2.1,6.2,0.338,1.6,3.4,0.465,1.1,1.9,0.583,1.4,5.8,4.3,3.8,0.3,3.2,5.1,10.6,2010
Sue Bird,SEA,G,33,1005,33,7.2,16.6,0.434,3.2,7.9,0.399,4.1,8.7,0.466,1.9,2.2,0.857,0.4,4.7,10.1,2.7,0.3,3.2,2.4,19.5,2010
Abby Bishop,SEA,F,16,109,0,7.9,22.2,0.356,3,11.8,0.25,4.9,10.3,0.476,3,5.4,0.545,5.4,9.9,2,1,0.5,5.9,12.8,21.7,2010
Chante Black,TUL,C,34,712,23,5.5,10.2,0.537,0,0,,5.5,10.2,0.537,1.2,3.4,0.347,5.8,15.2,1.5,1.2,3.7,2.9,4.9,12.1,2010
Nikki Blue,NYL,G,15,77,0,4.2,14.6,0.286,0.7,4.2,0.167,3.5,10.4,0.333,3.5,4.9,0.714,0.7,4.2,9,2.8,0,6.2,8.3,12.5,2010
DeWanna Bonner,PHO,F-G,32,813,4,7.8,16.7,0.465,1.1,3.1,0.358,6.7,13.6,0.489,5.9,7,0.84,3.9,11.5,2.4,1.3,2.2,2.4,3.4,22.5,2010
Kiesha Brown,TUL,G,27,481,8,5.7,14.6,0.389,1.8,4.7,0.391,3.9,9.9,0.388,2.3,2.8,0.821,0.9,5.4,6.5,1.5,0,4.1,3.8,15.5,2010
Rebekkah Brunson,MIN,F,30,915,30,6.5,15.1,0.429,0,0.1,0,6.5,15.1,0.43,5.9,8.9,0.663,6.6,17.2,1.3,2,1.6,2.7,5,18.8,2010
Dominique Canty,CHI,G,34,884,34,6.3,14.8,0.43,0.1,0.7,0.182,6.2,14.1,0.442,5.7,8.3,0.693,2.1,5.3,7,2,0.4,4.6,5.4,18.6,2010
Essence Carson,NYL,G,34,325,0,8.2,20.2,0.407,0.7,4.1,0.16,7.6,16.1,0.469,3.6,5.3,0.688,2.3,8.9,4.1,2.3,1.3,4.3,3.8,20.7,2010
Swin Cash*,SEA,F,34,1046,34,8.3,19,0.435,1.8,4.4,0.407,6.5,14.6,0.444,5.8,7.2,0.807,3.3,10.4,3.5,1,0.9,5,5.4,24.1,2010
Iziane Castro Marques,ATL,F-G,34,984,34,10.7,24.1,0.444,2.2,7.6,0.295,8.5,16.5,0.512,4.3,6.6,0.659,0.7,2.9,4.3,1.4,0.1,4.6,3.6,28,2010
Tamika Catchings*,IND,F,34,1068,34,10.2,21.1,0.484,2.3,5.2,0.448,7.9,15.9,0.495,7.7,9.1,0.849,2.8,11.9,6.7,3.8,1.5,4.6,4.6,30.5,2010
Tina Charles,CON,C,34,1054,34,10,20.5,0.487,0,0,0,10,20.5,0.488,5.6,7.4,0.763,6.3,19.3,2.5,1.2,2.8,3.4,3.5,25.6,2010
Joy Cheek,IND,F,7,34,0,7.7,18.6,0.417,1.5,4.6,0.333,6.2,13.9,0.444,6.2,6.2,1,0,4.6,1.5,0,0,7.7,10.8,23.2,2010
Shameka Christon,CHI,G,10,213,9,7,19.6,0.359,3.5,8.8,0.4,3.5,10.8,0.326,3.8,4,0.938,0.8,6,6,0.8,0.5,2.3,5.8,21.3,2010
Marissa Coleman,WAS,G-F,34,663,1,6,15.2,0.397,3.3,8.2,0.402,2.7,7,0.391,2.5,3.3,0.756,2,9,4,2.3,1,3.4,5.4,17.9,2010
Monique Currie,WAS,F,34,891,34,8.7,20,0.436,2.2,5,0.446,6.5,15.1,0.433,9,10.2,0.877,2.6,9.8,3.3,2.9,0.8,5.3,7.2,28.7,2010
Helen Darling,SAS,G,33,391,1,2.4,8.1,0.3,0.8,3,0.273,1.6,5.1,0.316,3,4.6,0.647,1.5,4.6,6.4,2.7,0.1,4.3,6.9,8.7,2010
Jessica Davenport,IND,C,33,469,0,10.8,18.9,0.571,0.1,0.8,0.143,10.7,18.1,0.59,5.6,7.8,0.725,3,10.4,1.7,1.6,3,4.5,7.3,27.3,2010
Erika de Souza,ATL,F-C,34,872,34,10.4,18.3,0.571,0,0,,10.4,18.3,0.571,2.3,4.1,0.547,5.3,15.5,1.6,1.5,2.2,3.4,6,23.1,2010
Scholanda Dorrell,TUL,G,34,836,33,8.5,21.1,0.402,1.3,4.4,0.303,7.1,16.6,0.428,5.4,7.6,0.708,1.7,4.7,3.3,3.1,0.7,5,5.4,23.7,2010
Katie Douglas,IND,G-F,34,1014,34,8.8,19.7,0.449,3.5,9,0.391,5.3,10.7,0.498,3.1,3.7,0.831,1.4,6.1,5.8,2.4,0.7,3.5,2.9,24.3,2010
Candice Dupree,PHO,F,34,1014,34,10.9,16.4,0.664,0,0,0,10.9,16.4,0.666,3.4,3.7,0.936,3.5,12.1,2.1,1.7,1.3,3.1,4,25.3,2010
Marie Ferdinand-Harris,LAS,G,30,728,24,7.2,17.6,0.409,1,3.4,0.292,6.2,14.2,0.437,3.7,4.4,0.839,1.4,5.7,2.6,1.9,0.4,2.4,4.6,19.1,2010
Sylvia Fowles,CHI,C,34,1087,34,11.2,19.3,0.582,0,0,1,11.2,19.2,0.581,7.3,9.6,0.76,3.6,16.6,2.5,1.9,4.3,4,3.7,29.8,2010
Megan Frazee,SAS,F,10,101,0,6.3,16.8,0.375,0.5,4.7,0.111,5.8,12.1,0.478,6.8,10,0.684,3.7,11,0.5,0,0,3.1,5.2,19.9,2010
Kerri Gardin,CON,F,25,206,0,2.5,9.2,0.27,0.2,2.7,0.091,2.2,6.5,0.346,2,3,0.667,2.7,7.2,4,2.2,0.7,2.2,4,7.2,2010
Kalana Greene,NYL,G,33,519,0,6.6,14.2,0.464,0.7,2.2,0.333,5.9,12,0.487,1.5,2.5,0.625,1.4,5.6,3.2,1.3,0.7,3.7,5.1,15.4,2010
