,Player,Team,Archetype,year
406,MERY ANDRADE,CLE,Primary On-Ball Creator,2000
405,MERLAKIA JONES,CLE,Primary On-Ball Creator,2000
404,MARLIES ASKAMP,MIA,Perimeter-Oriented Big,2000
403,MARLA BRUMFIELD,MIN,Perimeter-Oriented Big,2000
402,MARGO DYDEK,UTA,Interior Primary Option,2000
401,LYNN PRIDE,POR,Perimeter-Oriented Big,2000
400,LISA LESLIE,LAS,Interior Primary Option,2000
474,LATONYA JOHNSON,UTA,Spot-up Shooter,2000
564,ANGELA AYCOCK,MIN,Secondary Creator/Distributor,2000
476,NATALIE WILLIAMS,UTA,Interior Primary Option,2000
540,ROMANA HAMZOVA,ORL,Secondary Creator/Distributor,2000
550,SHALONDA ENIS,CHA,Perimeter-Oriented Big,2000
549,POLLYANNA JOHNS KIMBROUGH,CLE,Roller/Cutter,2000
548,PAIGE SAUER,LAS,Roller/Cutter,2000
547,UMEKI WEBB,MIA,Secondary Creator/Distributor,2000
546,MONICA LAMB,HOU,Roller/Cutter,2000
545,EVA NEMCOVA,CLE,Primary On-Ball Creator,2000
544,ELENA SHAKIROVA,HOU,Perimeter-Oriented Big,2000
543,BARBARA FARRIS,DET,Roller/Cutter,2000
542,ANDREA LLOYD-CURRY,MIN,Spot-up Shooter,2000
541,SHEA MAHONEY,NYL,Perimeter-Oriented Big,2000
539,MARIA STEPANOVA,PHO,Roller/Cutter,2000
552,LARECHA JONES,CHA,Perimeter-Oriented Big,2000
538,KATRYNA GAITHER,IND,Roller/Cutter,2000
537,JENNIFER AZZI,UTA,Secondary Creator/Distributor,2000
536,EDNA CAMPBELL,SEA,Primary On-Ball Creator,2000
535,TEXLIN QUINNEY,IND,Roller/Cutter,2000
534,TAMICHA JACKSON,DET,Secondary Creator/Distributor,2000
533,KELLEY GIBSON,HOU,Spot-up Shooter,2000
532,JESSICA BIBBY,NYL,Secondary Creator/Distributor,2000
531,DENA HEAD,PHO,Secondary Creator/Distributor,2000
530,VEDRANA GRGIN FONSECA,LAS,Perimeter-Oriented Big,2000
529,TONYA MASSALINE,WAS,Spot-up Shooter,2000
551,HEATHER OWEN,WAS,Roller/Cutter,2000
553,OLGA FIRSOVA,NYL,Roller/Cutter,2000
527,ROBIN THREATT-ELLIOTT,SEA,Primary On-Ball Creator,2000
568,AMANDA WILSON,PHO,Roller/Cutter,2000
477,RUTHIE BOLTON,SAC,Primary On-Ball Creator,2000
577,DESIREE FRANCIS,NYL,Secondary Creator/Distributor,2000
576,BEVERLY WILLIAMS,IND,Secondary Creator/Distributor,2000
575,VENUS LACY,NYL,Roller/Cutter,2000
574,RENEE ROBINSON,WAS,Spot-up Shooter,2000
573,MADINAH SLAISE,DET,Secondary Creator/Distributor,2000
572,LACHARLOTTE SMITH,ORL,Secondary Creator/Distributor,2000
571,KYM HOPE,UTA,Roller/Cutter,2000
570,CORNELIA GAYDEN,ORL,Spot-up Shooter,2000
569,ANGIE POTTHOFF,MIN,Secondary Creator/Distributor,2000
567,ALESSANDRA SANTOS DE OLIVE,IND,Roller/Cutter,2000
554,RHONDA BANCHERO,SAC,Roller/Cutter,2000
566,USHA GILMORE,IND,Secondary Creator/Distributor,2000
563,TANJA KOSTIC,MIA,Roller/Cutter,2000
562,MICHELLE CAMPBELL,WAS,Roller/Cutter,2000
561,LINDA BURGESS,SAC,Roller/Cutter,2000
560,JAMILA WIDEMAN,POR,Roller/Cutter,2000
559,ADIA BARNES,CLE,Roller/Cutter,2000
558,NIESA JOHNSON,CHA,Secondary Creator/Distributor,2000
557,SONJA TATE,MIN,Secondary Creator/Distributor,2000
556,MICHELE TIMMS,PHO,Secondary Creator/Distributor,2000
555,DONNA HARRINGTON,IND,Roller/Cutter,2000
528,ELAINE POWELL,ORL,Secondary Creator/Distributor,2000
565,NICOLE KUBIK,PHO,Secondary Creator/Distributor,2000
526,RANKICA SARENAC,PHO,Interior Primary Option,2000
501,JESSIE HICKS,ORL,Roller/Cutter,2000
499,CHANTEL TREMITIERE,IND,Secondary Creator/Distributor,2000
498,AMY HERRIG,UTA,Roller/Cutter,2000
497,TARA WILLIAMS,POR,Spot-up Shooter,2000
496,STACY CLINESMITH,SAC,Secondary Creator/Distributor,2000
495,KRISTEN RASMUSSEN,MIA,Perimeter-Oriented Big,2000
494,JAMIE REDD,SEA,Spot-up Shooter,2000
493,E.C. HILL,CHA,Perimeter-Oriented Big,2000
492,JURGITA STREIMIKYTE,IND,Perimeter-Oriented Big,2000
491,DALMA IVANYI,UTA,Secondary Creator/Distributor,2000
490,CRYSTAL ROBINSON,NYL,Spot-up Shooter,2000
489,ANNA DEFORGE,DET,Spot-up Shooter,2000
488,OLYMPIA SCOTT,DET,Roller/Cutter,2000
487,MICHELLE BROGAN,PHO,Perimeter-Oriented Big,2000
486,MICHELE VAN GORP,POR,Roller/Cutter,2000
484,KATE PAYE,MIN,Spot-up Shooter,2000
483,DOMINIQUE CANTY,DET,Roller/Cutter,2000
482,ADRIAN WILLIAMS-STRONG,PHO,Roller/Cutter,2000
481,TRACY REID,CHA,Roller/Cutter,2000
480,TAMMY JACKSON,HOU,Roller/Cutter,2000
479,SUMMER ERB,CHA,Roller/Cutter,2000
525,KATRINA HIBBERT,SEA,Spot-up Shooter,2000
500,COQUESE WASHINGTON,HOU,Secondary Creator/Distributor,2000
485,KISHA FORD,MIA,Perimeter-Oriented Big,2000
502,LA'KESHIA FRETT,LAS,Roller/Cutter,2000
514,ANGIE BRAZIEL,CHA,Roller/Cutter,2000
524,CINDY BLODGETT,SAC,Spot-up Shooter,2000
503,TIFFANY MCCAIN,ORL,Spot-up Shooter,2000
523,STACY FRESE,UTA,Spot-up Shooter,2000
522,SHANELE STIRES,MIN,Perimeter-Oriented Big,2000
521,JANNON ROLAND,ORL,Perimeter-Oriented Big,2000
520,JAMEKA JONES,MIA,Spot-up Shooter,2000
519,CHARISSE SAMPSON,SEA,Spot-up Shooter,2000
518,BETH CUNNINGHAM,WAS,Spot-up Shooter,2000
517,ALISA BURRAS,POR,Roller/Cutter,2000
516,NAOMI MULITAUAOPELE,UTA,Perimeter-Oriented Big,2000
515,JAMIE CASSIDY,MIA,Perimeter-Oriented Big,2000
478,SIMONE EDWARDS,SEA,Roller/Cutter,2000
513,AMAYA VALDEMORO,HOU,Spot-up Shooter,2000
509,MARINA FERRAGUT,NYL,Perimeter-Oriented Big,2000
505,SHARON MANNING,MIA,Perimeter-Oriented Big,2000
506,TRICIA BADER BINFORD,CLE,Spot-up Shooter,2000
507,ANDREA NAGY,WAS,Secondary Creator/Distributor,2000
508,KAMILA VODICHKOVA,SEA,Interior Primary Option,2000
504,MICHELLE CLEARY,PHO,Spot-up Shooter,2000
510,MICHELLE EDWARDS,SEA,Secondary Creator/Distributor,2000
512,STACEY LOVELACE,SEA,Perimeter-Oriented Big,2000
511,OKSANA ZAKALUZHNAYA,DET,Perimeter-Oriented Big,2000
264,SOPHIA WITHERSPOON,NYL,Primary On-Ball Creator,1999
272,VICKY BULLETT,CHA,Interior Primary Option,1999
278,CYNTHIA COOPER,HOU,Primary On-Ball Creator,1999
277,CRYSTAL ROBINSON,NYL,Spot-up Shooter,1999
276,CHASITY MELVIN,CLE,Interior Primary Option,1999
275,CHAMIQUE HOLDSCLAW,WAS,Interior Primary Option,1999
274,ASTOU NDIAYE-DIATTA,DET,Roller/Cutter,1999
273,ALISA BURRAS,CLE,Roller/Cutter,1999
271,TONYA EDWARDS,MIN,Primary On-Ball Creator,1999
265,TAJ MCWILLIAMS-FRANKLIN,ORL,Interior Primary Option,1999
279,LA'KESHIA FRETT,LAS,Roller/Cutter,1999
263,SONJA TATE,MIN,Secondary Creator/Distributor,1999
269,TICHA PENICHEIRO,SAC,Secondary Creator/Distributor,1999
268,TERESA WEATHERSPOON,NYL,Secondary Creator/Distributor,1999
267,TARI PHILLIPS,ORL,Interior Primary Option,1999
266,TAMECKA DIXON,LAS,Secondary Creator/Distributor,1999
270,TINA THOMPSON,HOU,Primary On-Ball Creator,1999
281,MARKITA ALDRIDGE,WAS,Secondary Creator/Distributor,1999
280,LATONYA JOHNSON,UTA,Spot-up Shooter,1999
282,MERLAKIA JONES,CLE,Primary On-Ball Creator,1999
261,SHERYL SWOOPES,HOU,Primary On-Ball Creator,1999
296,CLAUDIA NEVES,DET,Spot-up Shooter,1999
295,CINDY BROWN,UTA,Perimeter-Oriented Big,1999
294,CARLA MCGHEE,ORL,Roller/Cutter,1999
293,BECKY HAMMON,NYL,Spot-up Shooter,1999
292,WENDY PALMER,DET,Interior Primary Option,1999
291,VICKIE JOHNSON,NYL,Primary On-Ball Creator,1999
289,TANGELA SMITH,SAC,Interior Primary Option,1999
288,SUE WICKS,NYL,Perimeter-Oriented Big,1999
287,RUTHIE BOLTON,SAC,Primary On-Ball Creator,1999
286,RUSHIA BROWN,CLE,Perimeter-Oriented Big,1999
285,RITA WILLIAMS,WAS,Spot-up Shooter,1999
284,NIESA JOHNSON,CHA,Spot-up Shooter,1999
297,EVA NEMCOVA,CLE,Primary On-Ball Creator,1999
283,MICHELLE EDWARDS,CLE,Secondary Creator/Distributor,1999
290,VAL WHITING,DET,Roller/Cutter,1999
237,GORDANA GRUBIN,LAS,Primary On-Ball Creator,1999
260,SHERI SAM,ORL,Primary On-Ball Creator,1999
231,BRIDGET PETTIS,PHO,Spot-up Shooter,1999
239,JENNIFER GILLOM,PHO,Interior Primary Option,1999
238,JANETH ARCAIN,HOU,Spot-up Shooter,1999
236,DEBBIE BLACK,UTA,Perimeter-Oriented Big,1999
235,DELISHA MILTON-JONES,LAS,Roller/Cutter,1999
234,DAWN STALEY,CHA,Primary On-Ball Creator,1999
233,CHARLOTTE SMITH,CHA,Perimeter-Oriented Big,1999
232,CARLA BOYD,DET,Perimeter-Oriented Big,1999
230,ANGIE POTTHOFF,MIN,Perimeter-Oriented Big,1999
259,SHARON MANNING,CHA,Perimeter-Oriented Big,1999
229,ANDREA STINSON,CHA,Primary On-Ball Creator,1999
228,ANDREA NAGY,WAS,Secondary Creator/Distributor,1999
227,ANDREA LLOYD-CURRY,MIN,Spot-up Shooter,1999
226,ANDREA CONGREAVES,ORL,Perimeter-Oriented Big,1999
225,ALLISON FEASTER,LAS,Spot-up Shooter,1999
224,ADRIENNE GOODSON,UTA,Primary On-Ball Creator,1999
299,MARLIES ASKAMP,PHO,Roller/Cutter,1999
240,KEDRA HOLLAND-CORN,SAC,Spot-up Shooter,1999
241,KORIE HLEDE,UTA,Primary On-Ball Creator,1999
242,KRISTI HARROWER,PHO,Secondary Creator/Distributor,1999
243,KRISTIN FOLKL,MIN,Perimeter-Oriented Big,1999
258,SHANNON JOHNSON,ORL,Primary On-Ball Creator,1999
257,SANDY BRONDELLO,DET,Primary On-Ball Creator,1999
256,POLINA TZEKOVA,HOU,Perimeter-Oriented Big,1999
255,NYKESHA SALES,ORL,Primary On-Ball Creator,1999
254,NIKKI MCCRAY,WAS,Primary On-Ball Creator,1999
253,MWADI MABIKA,LAS,Primary On-Ball Creator,1999
252,MURRIEL PAGE,WAS,Roller/Cutter,1999
251,MERY ANDRADE,CLE,Secondary Creator/Distributor,1999
250,MARIA STEPANOVA,PHO,Interior Primary Option,1999
249,MARGO DYDEK,UTA,Interior Primary Option,1999
248,LISA LESLIE,LAS,Interior Primary Option,1999
247,LISA HARRISON,PHO,Perimeter-Oriented Big,1999
246,LATASHA BYEARS,SAC,Roller/Cutter,1999
245,LADY GROOMS,SAC,Roller/Cutter,1999
244,KYM HAMPTON,NYL,Interior Primary Option,1999
298,KATIE SMITH,MIN,Primary On-Ball Creator,1999
262,SONJA HENNING,HOU,Spot-up Shooter,1999
300,MICHELE TIMMS,PHO,Secondary Creator/Distributor,1999
356,KARA WOLTERS,HOU,Roller/Cutter,1999
354,ELENA TORNIKIDOU,DET,Roller/Cutter,1999
353,OLYMPIA SCOTT,DET,Roller/Cutter,1999
352,NYREE ROBERTS,WAS,Roller/Cutter,1999
351,CINDY BLODGETT,SAC,Secondary Creator/Distributor,1999
350,AMANDA WILSON,PHO,Perimeter-Oriented Big,1999
349,SONIA CHASE,CHA,Spot-up Shooter,1999
348,LESLEY BROWN,DET,Perimeter-Oriented Big,1999
347,HEATHER QUELLA,SAC,Roller/Cutter,1999
346,CHARMIN SMITH,MIN,Roller/Cutter,1999
345,ALESSANDRA SANTOS DE OLIVE,WAS,Roller/Cutter,1999
344,DALMA IVANYI,UTA,Secondary Creator/Distributor,1999
343,CLARISSA DAVIS-WRIGHTSIL,PHO,Primary On-Ball Creator,1999
342,TRICIA BADER BINFORD,CLE,Secondary Creator/Distributor,1999
341,HEATHER OWEN,WAS,Roller/Cutter,1999
340,AMAYA VALDEMORO,HOU,Secondary Creator/Distributor,1999
355,WANDA GUYTON,DET,Roller/Cutter,1999
357,TONI FOSTER,PHO,Roller/Cutter,1999
338,SUZIE MCCONNELL SERIO,CLE,Spot-up Shooter,1999
358,TRACY REID,CHA,Roller/Cutter,1999
301,PENNY TOLER,LAS,Secondary Creator/Distributor,1999
373,REBECCA LOBO,NYL,Roller/Cutter,1999
372,MERLELYNN LANG-HARRIS,PHO,Roller/Cutter,1999
371,KELLIE JOLLY HARPER,CLE,Secondary Creator/Distributor,1999
370,MONICA LAMB,HOU,Roller/Cutter,1999
368,VANESSA NYGAARD,CLE,Spot-up Shooter,1999
367,PENNY MOORE,WAS,Secondary Creator/Distributor,1999
366,JENNIFER HOWARD,CLE,Secondary Creator/Distributor,1999
365,CHRISTY SMITH,CHA,Spot-up Shooter,1999
364,ANDREA KUKLOVA,PHO,Roller/Cutter,1999
363,MILA NIKOLICH,HOU,Perimeter-Oriented Big,1999
362,ANGIE BRAZIEL,CHA,Roller/Cutter,1999
361,MICHELLE CAMPBELL,UTA,Roller/Cutter,1999
360,KISHA FORD,ORL,Roller/Cutter,1999
359,ANGELA AYCOCK,PHO,Secondary Creator/Distributor,1999
339,VENUS LACY,NYL,Roller/Cutter,1999
369,JENNIFER WHITTLE,WAS,Roller/Cutter,1999
337,RACHAEL SPORN,DET,Roller/Cutter,1999
318,TAMIKA WHITMORE,NYL,Interior Primary Option,1999
316,DOMINIQUE CANTY,DET,Interior Primary Option,1999
315,TRACY HENDERSON,CLE,Roller/Cutter,1999
314,NINA BJEDOV,LAS,Perimeter-Oriented Big,1999
313,LINDA BURGESS,SAC,Roller/Cutter,1999
312,TAMMY JACKSON,HOU,Perimeter-Oriented Big,1999
311,NATALIE WILLIAMS,UTA,Interior Primary Option,1999
310,JENNIFER AZZI,DET,Secondary Creator/Distributor,1999
309,EDNA CAMPBELL,PHO,Primary On-Ball Creator,1999
308,CLARISSE MACHANGUANA,LAS,Roller/Cutter,1999
307,YOLANDA GRIFFITH,SAC,Interior Primary Option,1999
306,SHALONDA ENIS,WAS,Perimeter-Oriented Big,1999
304,ADRIENNE JOHNSON,ORL,Perimeter-Oriented Big,1999
303,STEPHANIE WHITE,CHA,Spot-up Shooter,1999
302,RHONDA MAPP,CHA,Interior Primary Option,1999
336,ELAINE POWELL,ORL,Secondary Creator/Distributor,1999
317,JANICE BRAXTON,CLE,Roller/Cutter,1999
305,ELENA BARANOVA,UTA,Spot-up Shooter,1999
319,TRISHA FALLON,MIN,Perimeter-Oriented Big,1999
328,VALERIE STILL,WAS,Roller/Cutter,1999
334,ADIA BARNES,MIN,Perimeter-Oriented Big,1999
320,ANNIE BURGESS,MIN,Spot-up Shooter,1999
332,CHANTEL TREMITIERE,UTA,Secondary Creator/Distributor,1999
331,MICHELE VAN GORP,NYL,Roller/Cutter,1999
330,UKARI FIGGS,LAS,Spot-up Shooter,1999
329,YOLANDA MOORE,ORL,Roller/Cutter,1999
333,MONICA MAXWELL,WAS,Spot-up Shooter,1999
327,KATE STARBIRD,SAC,Secondary Creator/Distributor,1999
323,JAMILA WIDEMAN,CLE,Secondary Creator/Distributor,1999
321,BRANDY REED,MIN,Primary On-Ball Creator,1999
322,CASS BAUER-BILODEAU,CHA,Roller/Cutter,1999
326,TORA SUBER,ORL,Secondary Creator/Distributor,1999
335,COQUESE WASHINGTON,NYL,Secondary Creator/Distributor,1999
325,KRYSTYNA LARA,UTA,Spot-up Shooter,1999
324,JENNIFER RIZZOTTI,HOU,Secondary Creator/Distributor,1999
131,TRACY REID,CHA,Interior Primary Option,1998
130,TORA SUBER,CHA,Spot-up Shooter,1998
143,MURRIEL PAGE,WAS,Roller/Cutter,1998
142,LINDA BURGESS,SAC,Perimeter-Oriented Big,1998
141,LATASHA BYEARS,SAC,Interior Primary Option,1998
140,LADY GROOMS,SAC,Perimeter-Oriented Big,1998
139,KERI CHACONAS,WAS,Spot-up Shooter,1998
138,HEIDI BURGE,WAS,Interior Primary Option,1998
144,MWADI MABIKA,LAS,Spot-up Shooter,1998
137,ANDREA KUKLOVA,PHO,Perimeter-Oriented Big,1998
136,ADRIENNE JOHNSON,CLE,Spot-up Shooter,1998
134,VICKY BULLETT,CHA,Interior Primary Option,1998
133,VICKIE JOHNSON,NYL,Primary On-Ball Creator,1998
132,UMEKI WEBB,PHO,Perimeter-Oriented Big,1998
135,YOLANDA MOORE,HOU,Perimeter-Oriented Big,1998
150,ADIA BARNES,SAC,Primary On-Ball Creator,1998
145,OLYMPIA SCOTT,UTA,Perimeter-Oriented Big,1998
146,RHONDA BLADES,DET,Spot-up Shooter,1998
147,RITA WILLIAMS,WAS,Spot-up Shooter,1998
148,SHERYL SWOOPES,HOU,Primary On-Ball Creator,1998
149,TICHA PENICHEIRO,SAC,Secondary Creator/Distributor,1998
151,CHANTEL TREMITIERE,UTA,Secondary Creator/Distributor,1998
152,COQUESE WASHINGTON,NYL,Secondary Creator/Distributor,1998
153,DEBORAH CARTER,WAS,Perimeter-Oriented Big,1998
154,ISABELLE FIJALKOWSKI,CLE,Interior Primary Option,1998
155,LATONYA JOHNSON,UTA,Spot-up Shooter,1998
156,LISA LESLIE,LAS,Interior Primary Option,1998
157,NIKKI MCCRAY,WAS,Primary On-Ball Creator,1998
128,SUE WICKS,NYL,Roller/Cutter,1998
158,PENNY MOORE,WAS,Primary On-Ball Creator,1998
129,TERESA WEATHERSPOON,NYL,Secondary Creator/Distributor,1998
111,KRISTI HARROWER,PHO,Spot-up Shooter,1998
127,SOPHIA WITHERSPOON,NYL,Primary On-Ball Creator,1998
126,SHARON MANNING,CHA,Roller/Cutter,1998
160,SUZIE MCCONNELL SERIO,CLE,Spot-up Shooter,1998
97,ANDREA STINSON,CHA,Primary On-Ball Creator,1998
98,BRIDGET PETTIS,PHO,Primary On-Ball Creator,1998
99,CARLA BOYD,DET,Perimeter-Oriented Big,1998
100,CINDY BROWN,DET,Perimeter-Oriented Big,1998
101,CYNTHIA COOPER,HOU,Primary On-Ball Creator,1998
102,DENA HEAD,UTA,Spot-up Shooter,1998
103,EVA NEMCOVA,CLE,Spot-up Shooter,1998
104,JANETH ARCAIN,HOU,Perimeter-Oriented Big,1998
105,JANICE BRAXTON,CLE,Perimeter-Oriented Big,1998
106,JENNIFER GILLOM,PHO,Interior Primary Option,1998
107,KATRINA COLLETON,LAS,Perimeter-Oriented Big,1998
108,KIM PERROT,HOU,Secondary Creator/Distributor,1998
109,KIM WILLIAMS,UTA,Primary On-Ball Creator,1998
110,KISHA FORD,NYL,Perimeter-Oriented Big,1998
112,KYM HAMPTON,NYL,Roller/Cutter,1998
113,MARGO DYDEK,UTA,Interior Primary Option,1998
114,MERLAKIA JONES,CLE,Perimeter-Oriented Big,1998
115,MICHELE TIMMS,PHO,Spot-up Shooter,1998
116,MICHELLE BROGAN,PHO,Perimeter-Oriented Big,1998
117,MONICA LAMB,HOU,Roller/Cutter,1998
118,OCTAVIA BLUE,LAS,Spot-up Shooter,1998
119,PAM MCGEE,LAS,Roller/Cutter,1998
120,PENNY TOLER,LAS,Primary On-Ball Creator,1998
121,RACHAEL SPORN,DET,Roller/Cutter,1998
122,RAZIJA BRCANINOVIC,DET,Roller/Cutter,1998
123,REBECCA LOBO,NYL,Perimeter-Oriented Big,1998
124,RUSHIA BROWN,CLE,Roller/Cutter,1998
125,SANDY BRONDELLO,DET,Primary On-Ball Creator,1998
159,SANDRA VANEMBRICQS,LAS,Roller/Cutter,1998
174,POLLYANNA JOHNS KIMBROUGH,CHA,Roller/Cutter,1998
161,WENDY PALMER,UTA,Interior Primary Option,1998
209,MARGO GRAHAM,WAS,Roller/Cutter,1998
196,QUACY BARNES,SAC,Roller/Cutter,1998
197,ALESSANDRA SANTOS DE OLIVE,WAS,Roller/Cutter,1998
198,AMAYA VALDEMORO,HOU,Spot-up Shooter,1998
199,TONI FOSTER,PHO,Roller/Cutter,1998
200,LEILA DE SOUZA SOBRAL,WAS,Secondary Creator/Distributor,1998
201,NYREE ROBERTS,HOU,Roller/Cutter,1998
202,TAJAMA ABRAHAM,DET,Roller/Cutter,1998
203,ALBENA BRANZOVA,NYL,Perimeter-Oriented Big,1998
204,TULLY BEVILAQUA,CLE,Perimeter-Oriented Big,1998
205,ANETA KAUSAITE,DET,Roller/Cutter,1998
206,MIKIKO HAGIWARA,PHO,Spot-up Shooter,1998
207,TRENA TRICE-HILL,NYL,Roller/Cutter,1998
208,KELLY BOUCHER,CHA,Perimeter-Oriented Big,1998
210,MICHELLE REED,LAS,Spot-up Shooter,1998
194,FRAN HARRIS,UTA,Perimeter-Oriented Big,1998
211,NADINE DOMOND,SAC,Spot-up Shooter,1998
212,REHEMA STEPHENS,SAC,Perimeter-Oriented Big,1998
213,ANGELA HAMBLIN,DET,Perimeter-Oriented Big,1998
214,ANGELA JACKSON,WAS,Roller/Cutter,1998
215,HAIXIA ZHENG,LAS,Roller/Cutter,1998
216,LESLIE JOHNSON,WAS,Secondary Creator/Distributor,1998
162,KORIE HLEDE,DET,Primary On-Ball Creator,1998
218,RUTHIE BOLTON,SAC,Primary On-Ball Creator,1998
219,TANJA KOSTIC,CLE,Roller/Cutter,1998
220,ALLISON FEASTER,LAS,Spot-up Shooter,1998
221,MFON UDOKA,DET,Roller/Cutter,1998
222,KAREN BOOKER,HOU,Secondary Creator/Distributor,1998
223,WANDA GUYTON,HOU,Roller/Cutter,1998
195,TIFFANY WOOSLEY,HOU,Spot-up Shooter,1998
217,TIFFANI JOHNSON,SAC,Roller/Cutter,1998
193,ALICIA THOMPSON,NYL,Perimeter-Oriented Big,1998
177,SONIA CHASE,CHA,Roller/Cutter,1998
192,TIA PASCHAL,CHA,Perimeter-Oriented Big,1998
163,LYNETTE WOODARD,DET,Roller/Cutter,1998
164,TANGELA SMITH,SAC,Interior Primary Option,1998
165,TINA THOMPSON,HOU,Primary On-Ball Creator,1998
167,MARLIES ASKAMP,PHO,Roller/Cutter,1998
168,FRANTHEA PRICE,SAC,Spot-up Shooter,1998
169,JAMILA WIDEMAN,LAS,Secondary Creator/Distributor,1998
170,ADRIENNE SHULER,WAS,Secondary Creator/Distributor,1998
171,ANDREA CONGREAVES,CHA,Spot-up Shooter,1998
172,BRANDY REED,PHO,Perimeter-Oriented Big,1998
173,CHRISTY SMITH,CHA,Spot-up Shooter,1998
175,MICHELLE EDWARDS,CLE,Secondary Creator/Distributor,1998
176,PAULINE JORDAN,SAC,Roller/Cutter,1998
166,GERGANA BRANZOVA,DET,Roller/Cutter,1998
178,CINDY BLODGETT,CLE,Spot-up Shooter,1998
186,RHONDA MAPP,CHA,Interior Primary Option,1998
191,MARIA STEPANOVA,PHO,Roller/Cutter,1998
179,ELISABETH CEBRIAN,NYL,Roller/Cutter,1998
190,EUGENIA RYCRAW,LAS,Roller/Cutter,1998
188,ELENA BARANOVA,UTA,Primary On-Ball Creator,1998
187,TAMMY JACKSON,HOU,Roller/Cutter,1998
189,ERIN ALEXANDER,UTA,Spot-up Shooter,1998
185,LA'SHAWN BROWN,WAS,Roller/Cutter,1998
181,TAMECKA DIXON,LAS,Primary On-Ball Creator,1998
180,RAEGAN SCOTT,CLE,Roller/Cutter,1998
183,TRICIA BADER BINFORD,UTA,Secondary Creator/Distributor,1998
182,TAMMI REISS,UTA,Spot-up Shooter,1998
184,BRIDGETTE GORDON,SAC,Roller/Cutter,1998
35,TAMMY JACKSON,HOU,Roller/Cutter,1997
34,TAMMI REISS,UTA,Spot-up Shooter,1997
33,TAJAMA ABRAHAM,SAC,Perimeter-Oriented Big,1997
32,SUE WICKS,NYL,Perimeter-Oriented Big,1997
30,SHARON MANNING,CHA,Roller/Cutter,1997
31,SOPHIA WITHERSPOON,NYL,Primary On-Ball Creator,1997
29,RUSHIA BROWN,CLE,Roller/Cutter,1997
28,RHONDA MAPP,CHA,Interior Primary Option,1997
37,TINA THOMPSON,HOU,Primary On-Ball Creator,1997
27,RHONDA BLADES,NYL,Spot-up Shooter,1997
36,TERESA WEATHERSPOON,NYL,Secondary Creator/Distributor,1997
43,WENDY PALMER,UTA,Interior Primary Option,1997
38,TONI FOSTER,PHO,Perimeter-Oriented Big,1997
39,TORA SUBER,CHA,Spot-up Shooter,1997
40,TRENA TRICE-HILL,NYL,Perimeter-Oriented Big,1997
41,UMEKI WEBB,PHO,Perimeter-Oriented Big,1997
42,VICKY BULLETT,CHA,Interior Primary Option,1997
44,DENA HEAD,UTA,Secondary Creator/Distributor,1997
45,KATRINA COLLETON,LAS,Spot-up Shooter,1997
46,LATASHA BYEARS,SAC,Interior Primary Option,1997
47,MICHELE TIMMS,PHO,Primary On-Ball Creator,1997
25,PENNY TOLER,LAS,Primary On-Ball Creator,1997
26,REBECCA LOBO,NYL,Primary On-Ball Creator,1997
10,ISABELLE FIJALKOWSKI,CLE,Interior Primary Option,1997
24,PENNY MOORE,CHA,Perimeter-Oriented Big,1997
23,MERLAKIA JONES,CLE,Primary On-Ball Creator,1997
49,PAM MCGEE,SAC,Interior Primary Option,1997
2,BRIDGET PETTIS,PHO,Primary On-Ball Creator,1997
3,BRIDGETTE GORDON,SAC,Primary On-Ball Creator,1997
4,CHANTEL TREMITIERE,SAC,Secondary Creator/Distributor,1997
5,CYNTHIA COOPER,HOU,Primary On-Ball Creator,1997
6,DAEDRA CHARLES,LAS,Roller/Cutter,1997
7,ELENA BARANOVA,UTA,Primary On-Ball Creator,1997
8,EVA NEMCOVA,CLE,Primary On-Ball Creator,1997
9,HAIXIA ZHENG,LAS,Interior Primary Option,1997
11,JAMILA WIDEMAN,LAS,Secondary Creator/Distributor,1997
12,JANETH ARCAIN,HOU,Perimeter-Oriented Big,1997
13,JENNIFER GILLOM,PHO,Interior Primary Option,1997
14,KIM PERROT,HOU,Secondary Creator/Distributor,1997
15,KIM WILLIAMS,UTA,Primary On-Ball Creator,1997
16,KISHA FORD,NYL,Perimeter-Oriented Big,1997
17,KYM HAMPTON,NYL,Interior Primary Option,1997
18,LADY GROOMS,UTA,Secondary Creator/Distributor,1997
19,LINDA BURGESS,LAS,Perimeter-Oriented Big,1997
20,LISA LESLIE,LAS,Interior Primary Option,1997
21,LYNETTE WOODARD,CLE,Roller/Cutter,1997
22,MARLIES ASKAMP,PHO,Roller/Cutter,1997
48,NICOLE LEVESQUE,CHA,Spot-up Shooter,1997
1,ANDREA STINSON,CHA,Primary On-Ball Creator,1997
50,TAMECKA DIXON,LAS,Primary On-Ball Creator,1997
51,JESSIE HICKS,UTA,Roller/Cutter,1997
76,YOLANDA MOORE,HOU,Roller/Cutter,1997
77,TARA WILLIAMS,PHO,Spot-up Shooter,1997
78,DEBRA WILLIAMS,CHA,Spot-up Shooter,1997
79,JENNY BOUCEK,CLE,Secondary Creator/Distributor,1997
80,ANITA MAXWELL,CLE,Roller/Cutter,1997
81,JASMINA PERAZIC-GIPE,NYL,Perimeter-Oriented Big,1997
82,SHERYL SWOOPES,HOU,Primary On-Ball Creator,1997
83,RAEGAN SCOTT,UTA,Roller/Cutter,1997
