Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
Beth Cunningham,WAS,G,21,198,21,0,198,5,19.9,0.25,2.6,10.8,0.243,2.3,9.1,0.258,4.7,5.6,0.842,1.2,6.2,3.5,0.6,0,3.5,6.7,17.3,2000
Grace Daley,MIN,G,30,577,30,4,577,5.7,14.6,0.388,1.7,5.6,0.304,4,9,0.44,4.2,6.5,0.646,3.2,7.2,5.7,1.2,0,5,4.9,17.2,2000
Helen Darling,CLE,G,32,556,32,0,556,5,15.9,0.313,1.4,4,0.342,3.6,11.9,0.304,5.1,6.9,0.738,2.5,6.7,6.9,3.9,0.5,7.1,5.5,16.4,2000
Anna DeForge,DET,G,27,433,27,10,433,6.4,15.7,0.405,2.2,7,0.321,4.1,8.7,0.471,3.1,4,0.781,1.1,5.9,5.9,3.4,0.5,4.1,4.2,18.1,2000
Keitha Dickerson,MIN,F,32,791,32,29,791,3.9,10.3,0.38,0,0.1,0,3.9,10.1,0.386,2.5,3.3,0.756,2.2,10.2,4.3,2.7,0.1,5.1,7.8,10.3,2000
Tamecka Dixon,LAS,G,31,882,31,31,882,8.2,18.1,0.454,0.7,2.1,0.353,7.5,16,0.467,3.9,4.8,0.805,2.1,6.5,6,2.5,0.6,3.7,5.3,21,2000
Cintia dos Santos,ORL,C,32,820,32,31,820,6.7,15.7,0.423,0,0.1,0,6.7,15.7,0.425,2.8,4,0.702,2.5,8.8,2.7,1.1,4.5,3.8,7.9,16.2,2000
Margo Dydek,UTA,C,32,775,32,32,775,7.4,16.6,0.445,0.1,1,0.143,7.3,15.7,0.464,5.8,7.3,0.796,2,12.3,3.6,1.3,6.8,5.8,8,20.7,2000
Simone Edwards,SEA,C,29,645,29,7,645,7.7,16.8,0.456,0,0,,7.7,16.8,0.456,4.6,7.4,0.625,3.5,9.9,2,1.5,0.9,4.1,5.3,19.9,2000
Tonya Edwards,PHO,G,32,926,32,32,926,7.1,19,0.376,2.2,7.3,0.307,4.9,11.7,0.418,5,6.4,0.782,1.2,4.8,3.7,2.3,0.6,4,5.1,21.5,2000
Shalonda Enis,CHA,F-C,12,323,12,9,323,7.3,18.4,0.394,2,5.7,0.344,5.3,12.8,0.417,8.2,10.6,0.767,3.7,8,1.8,1.8,0.2,2.8,5.3,24.7,2000
Summer Erb,CHA,C,29,275,29,0,275,6.7,15.2,0.438,0,0.2,0,6.7,15,0.444,5.8,9,0.651,5.4,13.1,2.1,1.7,1.2,3.5,14.2,19.2,2000
Barbara Farris,DET,F-C,14,130,14,2,130,6.2,12.5,0.5,0,0.4,0,6.2,12,0.517,6.2,11.2,0.556,6.6,13.3,0.8,2.5,0.4,5.8,12.5,18.7,2000
Allison Feaster,LAS,F,32,469,32,0,469,7,19.5,0.359,2.6,9.9,0.259,4.4,9.6,0.463,7,8.4,0.833,4.2,9.9,3.9,2.7,0.2,4.1,5.5,23.6,2000
Marina Ferragut,NYL,F,23,154,23,4,154,8.9,20.4,0.434,1.2,3.8,0.3,7.7,16.6,0.465,0.4,0.8,0.5,1.5,6.5,1.5,0,0.8,4.2,13.1,19.2,2000
Ukari Figgs,LAS,G,32,803,32,32,803,4.5,10.4,0.431,2,5.6,0.354,2.5,4.8,0.521,3.7,4.4,0.831,1,3.8,8.7,1.4,0.2,2.9,3.6,14.7,2000
Olga Firsova,NYL,C,9,19,9,0,19,12.5,31.2,0.4,0,3.1,0,12.5,28.1,0.444,12.5,15.6,0.8,0,12.5,3.1,0,3.1,6.2,25,37.4,2000
Milena Flores,MIA,G,32,474,32,0,474,4.4,14.4,0.304,2.3,7.8,0.295,2.1,6.5,0.314,3.3,5.4,0.619,0.8,3,6.3,3,0.4,6.2,4.6,14.4,2000
Kristin Folkl,MIN,F,32,845,32,20,845,5.8,13,0.45,0.3,1.3,0.211,5.6,11.7,0.477,4.5,6.4,0.702,2.6,10.4,4.5,1.6,1.5,3.4,5.4,16.4,2000
Kisha Ford,MIA,G-F,28,424,28,0,424,4.7,15.5,0.306,0.1,0.6,0.25,4.6,14.9,0.308,5,8.7,0.574,4.6,8.9,3,4.6,0.1,3.9,9.3,14.6,2000
Desiree Francis,NYL,F,1,2,1,0,2,0,29.6,0,0,0,,0,29.6,0,0,0,,0,0,0,0,0,0,0,0,2000
Stacy Frese,UTA,G,21,222,21,0,222,2.5,7.4,0.333,2.2,6.4,0.346,0.2,1,0.25,8.1,8.9,0.917,1,4.4,4.2,1,0,3.4,3.4,15.3,2000
La'Keshia Frett,LAS,F,25,187,25,0,187,4.1,15,0.275,0,0.3,0,4.1,14.7,0.28,3.5,4.7,0.75,2.3,7,1.8,2.1,1.8,3.8,2.9,11.7,2000
Andrea Garner,SEA,F-C,32,560,32,19,560,3.9,12.2,0.322,0.1,0.2,0.5,3.8,12,0.319,2.6,4,0.632,4.5,10.3,2.7,2.9,1.1,4.6,4.7,10.5,2000
Cornelia Gayden,ORL,G,3,7,3,0,7,8.3,16.6,0.5,0,8.3,0,8.3,8.3,1,0,0,,0,0,8.3,0,0,0,0,16.6,2000
Kelley Gibson,HOU,F-G,17,76,17,0,76,5.3,14.3,0.368,2.3,5.3,0.429,3,9,0.333,5.3,6,0.875,3,9,1.5,0.8,0,3,8.3,18.1,2000
Jennifer Gillom,PHO,F-C,30,826,30,30,826,9.9,22.5,0.44,1.4,4.9,0.275,8.6,17.6,0.486,5.6,7.6,0.745,2.2,8.3,3.2,1.5,2.1,4.2,6.5,26.8,2000
Usha Gilmore,IND,G,4,21,4,0,21,2.7,13.6,0.2,0,2.7,0,2.7,10.9,0.25,0,0,,8.2,13.6,5.5,0,0,10.9,16.4,5.5,2000
Adrienne Goodson,UTA,F,29,929,29,28,929,11.7,24.4,0.48,0.5,1.7,0.276,11.2,22.7,0.495,5.4,7.9,0.687,4.1,9.7,4.1,2.4,0.4,4.8,3.9,29.3,2000
Vedrana Grgin-Fonseca,LAS,F,18,183,18,0,183,5.1,18.6,0.274,0.3,5.1,0.059,4.8,13.5,0.356,4.2,6.9,0.609,2.7,6.9,3.6,0.9,0.3,4.2,5.1,14.7,2000
Yolanda Griffith*,SAC,C-F,32,1026,32,32,1026,10.6,19.9,0.535,0,0,,10.6,19.9,0.535,7.6,10.7,0.706,8.2,18.3,2.6,4.6,3.4,4.5,6.1,28.8,2000
Lady Grooms,SAC,F,30,401,30,3,401,5.5,12.4,0.443,0,0.1,0,5.5,12.3,0.448,6.5,8.6,0.754,3.8,6.2,1.8,1.4,0.4,3,3.8,17.5,2000
Gordana Grubin,IND,G,29,720,29,20,720,7.2,19,0.377,2.2,7.2,0.308,4.9,11.8,0.419,2.5,3.2,0.775,1.6,6,5,2.5,0,4.8,3.7,19,2000
Vicki Hall,CLE,F,32,577,32,10,577,6,16.1,0.373,1,4.3,0.238,5,11.8,0.422,2.2,3.5,0.647,2.4,9.4,2.4,1.7,0.8,2.5,6.1,15.3,2000
Becky Hammon*,NYL,G,32,835,32,16,835,8.4,17.9,0.472,3.7,10,0.369,4.8,7.9,0.604,4.3,4.9,0.884,1.3,4.5,4.1,2.1,0.1,4.4,3.9,24.9,2000
Romana Hamzova,ORL,G,15,43,15,0,43,2.7,14.9,0.182,0,4.1,0,2.7,10.8,0.25,4.1,8.1,0.5,1.4,4.1,6.8,6.8,0,5.4,5.4,9.5,2000
Donna Harrington,IND,F,8,67,8,0,67,0.9,5.1,0.167,0,0,,0.9,5.1,0.167,5.1,8.6,0.6,3.4,7.7,4.3,1.7,0.9,9.4,13.7,6.8,2000
Lisa Harrison,PHO,F,31,750,31,20,750,6.4,12.1,0.526,0.6,0.9,0.667,5.7,11.2,0.514,2.4,2.9,0.811,3,9.5,2.8,2.4,0.3,1.7,4.9,15.7,2000
Dena Head,PHO,G,17,149,17,1,149,3.2,8.7,0.364,0.4,2.8,0.143,2.8,5.9,0.467,4,6.3,0.625,2,7.1,5.9,1.6,0,4.3,6.7,10.7,2000
Sonja Henning,SEA,G,32,980,32,32,980,3.2,9.2,0.351,1.5,4,0.379,1.7,5.2,0.329,2.2,3.7,0.607,1.3,5.2,4.8,3.7,0.2,3.3,4.4,10.2,2000
Amy Herrig,UTA,C,25,341,25,0,341,5.8,12,0.48,0,0.2,0,5.8,11.9,0.486,3,5,0.613,4.2,9.5,3.2,1.1,0.8,4.6,6.6,14.6,2000
Katrina Hibbert,SEA,G-F,20,240,20,6,240,4.7,14.6,0.322,2,7.7,0.258,2.7,6.9,0.393,1.7,2.2,0.778,2,7.4,4.5,1.7,0.2,4.2,5.5,13.2,2000
Jessie Hicks,ORL,C-F,26,157,26,1,157,3.7,8.5,0.435,0,0,,3.7,8.5,0.435,6.7,10.7,0.621,4.8,9.6,1.5,0.7,2.6,6.3,12.2,14.1,2000
E.C. Hill,CHA,G,26,213,26,0,213,4.3,15.1,0.286,1.3,5.9,0.227,3,9.1,0.324,0.5,1.3,0.4,2.2,6.2,3.8,1.3,0.3,6.7,8.9,10.5,2000
Korie Hlede,UTA,G,31,867,31,31,867,7.4,16.4,0.454,1.6,3.7,0.431,5.9,12.7,0.46,3.2,4.4,0.729,1.6,5.9,5.8,2.4,0.3,4.8,5.3,19.7,2000
Chamique Holdsclaw,WAS,F,32,1131,32,32,1131,11.9,25.6,0.465,0.5,2,0.256,11.4,23.6,0.483,4.5,6.6,0.68,2.9,12.3,4.1,2.4,0.9,4.8,3.8,28.8,2000
Kedra Holland-Corn,SAC,G,32,934,32,32,934,6.7,15.3,0.439,2.7,7.4,0.361,4.1,7.9,0.511,2.8,4,0.697,1.7,4.2,4.9,2.6,0.3,4.5,3.8,18.9,2000
Joy Holmes-Harris,DET,F,29,271,29,0,271,6.6,13.9,0.471,0.8,2.2,0.364,5.8,11.8,0.492,4.2,6,0.7,3.4,9,2.8,2.2,0.8,3.2,7.2,18.1,2000
Kym Hope,UTA,C,3,4,3,0,4,0,13.7,0,0,0,,0,13.7,0,27.3,27.3,1,0,27.3,0,0,0,13.7,0,27.3,2000
Dalma Ivanyi,UTA,G,27,489,27,16,489,3.4,10.7,0.313,1.3,4.8,0.279,2,5.9,0.34,2.3,3.1,0.75,1.3,6,7,2.8,0.3,5.6,7.5,10.4,2000
Tammy Jackson,HOU,F-C,29,339,29,1,339,5.9,10.3,0.574,0,0,,5.9,10.3,0.574,1,1.9,0.545,3,10.3,1.9,2,1.5,4.1,10.5,12.8,2000
Tamicha Jackson,DET,G,17,267,17,0,267,8.3,21.4,0.387,1.6,6.5,0.25,6.7,15,0.446,5.3,7.1,0.743,1.6,5.1,7.3,4.4,0,4.2,6.1,23.5,2000
Adrienne Johnson,ORL,G,32,1100,32,31,1100,9.3,20.8,0.445,2.7,7.8,0.351,6.5,13,0.502,1.8,2,0.895,1.6,4.8,2.9,1.3,0.2,3,3.1,23.1,2000
LaTonya Johnson,UTA,F,29,481,29,6,481,5.9,14.7,0.403,1.4,4.1,0.333,4.5,10.6,0.43,3.2,4.9,0.651,1.6,5.9,3,1.4,0.2,3.9,7.4,16.4,2000
Niesa Johnson,CHA,G,6,78,6,0,78,6.6,12.5,0.529,1.5,3.7,0.4,5.1,8.8,0.583,4.4,4.4,1,0,2.9,8.1,2.9,0,6.6,2.2,19.1,2000
Pollyanna Johns Kimbrough,CLE,C,12,57,12,0,57,5.2,10.3,0.5,0,0,,5.2,10.3,0.5,7.2,12.4,0.583,7.2,14.5,2.1,0,1,8.3,9.3,17.6,2000
Shannon Johnson,ORL,G,32,1126,32,32,1126,6.3,16,0.395,1.5,4.6,0.333,4.8,11.3,0.42,5.5,7.4,0.743,2.7,8,8.7,3,0.4,5.3,4.3,19.7,2000
Tiffani Johnson,HOU,C,31,687,31,29,687,4,8.3,0.48,0,0,,4,8.3,0.48,2.9,4.2,0.7,4.9,12.2,0.8,0.8,1.3,1.4,7.2,10.9,2000
Vickie Johnson,NYL,G-F,31,1023,31,31,1023,8.3,18.8,0.441,1.6,4.1,0.38,6.7,14.7,0.458,3.9,4.4,0.882,2.3,7.9,4.5,1.3,0.3,3.3,2.8,22,2000
Jameka Jones,MIA,G,21,233,21,0,233,6.5,24.8,0.263,1.8,9.1,0.2,4.7,15.7,0.3,3.4,4.7,0.722,2.6,5.7,2.6,2.1,0,6.5,10.4,18.3,2000
Larecha Jones,CHA,G-F,9,54,9,0,54,8.5,20.2,0.421,2.1,6.4,0.333,6.4,13.8,0.462,1.1,2.1,0.5,0,5.3,2.1,0,1.1,4.2,5.3,20.2,2000
Merlakia Jones,CLE,G,32,948,32,32,948,9.5,20,0.474,0.9,2.8,0.311,8.6,17.3,0.5,2,2.9,0.681,3.2,8.6,3.9,1.8,0.1,3.7,5.3,21.8,2000
Tanja Kostic,MIA,F,5,46,5,0,46,4,11.9,0.333,0,0,,4,11.9,0.333,1.3,2.6,0.5,4,6.6,5.3,2.6,0,9.3,7.9,9.3,2000
Nicole Kubik,PHO,G,4,19,4,0,19,3.1,9.3,0.333,0,3.1,0,3.1,6.2,0.5,12.4,12.4,1,0,6.2,6.2,0,0,9.3,12.4,18.6,2000
Venus Lacy,NYL,C,2,18,2,2,18,6.6,16.5,0.4,0,0,,6.6,16.5,0.4,6.6,13.2,0.5,3.3,16.5,0,0,0,6.6,0,19.8,2000
Monica Lamb,HOU,C,13,140,13,2,140,4.1,8.2,0.5,0,0,,4.1,8.2,0.5,2.5,4.9,0.5,2,10.6,1.2,0.8,1.6,1.6,9.4,10.6,2000
Betty Lennox,MIN,G,32,984,32,31,984,11.7,27.4,0.427,3.2,8.1,0.396,8.5,19.3,0.44,4.9,6.1,0.8,3.1,10.4,4.8,3.1,0.5,5.6,6.5,31.5,2000
Lisa Leslie*,LAS,C,32,1028,32,32,1028,10.5,22.9,0.458,0.4,1.7,0.219,10.1,21.2,0.477,9,10.9,0.824,4,16.3,3.2,1.7,3.9,5.5,7.1,30.4,2000
Andrea Lloyd-Curry,MIN,F,14,333,14,2,333,4.5,11.7,0.382,1.9,5.5,0.344,2.6,6.2,0.417,2.1,2.9,0.706,2.4,7.4,3.8,2.1,0.3,4.1,5.5,12.9,2000
Stacey Lovelace,SEA,C,23,324,23,1,324,6.6,18.9,0.35,0.4,1.7,0.222,6.3,17.3,0.362,4.6,5.7,0.806,3.5,10.5,2.9,2.4,0.4,6.4,7.7,18.2,2000
Mwadi Mabika,LAS,G,32,940,32,32,940,7.6,19.5,0.388,3.6,9.3,0.384,4,10.3,0.392,4.3,5.2,0.82,2.6,10.4,5.7,3.4,1,3,6.8,23,2000
Clarisse Machanguana,LAS,C-F,31,421,31,1,421,6.3,10.8,0.578,0,0.1,0,6.3,10.7,0.585,1.8,3.3,0.56,2.6,9.4,2.3,1.7,0.5,2.5,8.6,14.3,2000
Shea Mahoney,NYL,F,15,158,15,3,158,4.1,14.3,0.289,0.4,1.9,0.2,3.8,12.4,0.303,1.5,3,0.5,3.8,11.3,1.5,0.8,0.4,1.9,5.3,10.1,2000
Sharon Manning,MIA,F-C,24,403,24,9,403,6.6,13.9,0.478,0.2,0.3,0.5,6.5,13.6,0.478,2.1,3.9,0.538,6.2,15.1,2.6,3.5,0.6,5.9,8.9,15.5,2000
Rhonda Mapp,CHA,C,30,856,30,30,856,9.2,20.1,0.46,0.5,1.5,0.364,8.7,18.6,0.468,4.9,5.9,0.83,4,13.7,4.3,2,1.6,3.9,7.5,23.9,2000
Michelle Marciniak,POR,G,32,537,32,0,537,6.1,16.1,0.377,1.9,5.7,0.333,4.2,10.5,0.4,4.5,7.9,0.573,1.2,6.2,7.6,3.9,0.6,7,8.3,18.5,2000
Maylana Martin,MIN,C-F,30,456,30,13,456,6.8,14.8,0.458,0.6,2.4,0.263,6.2,12.4,0.495,2.4,4,0.594,3.1,8.4,2.6,2.1,1.6,3.6,10.2,16.6,2000
Monica Maxwell,IND,F,32,1029,32,32,1029,6.1,15.9,0.386,3.5,8.7,0.397,2.7,7.2,0.372,2.8,3.2,0.862,2.2,8.9,3.5,2.7,0.9,3.6,5.1,18.5,2000
Tiffany McCain,ORL,G,25,214,25,0,214,4.1,13.3,0.306,1.4,6,0.227,2.7,7.3,0.37,4.3,4.9,0.889,0.5,3,1.4,0.8,0.3,2.4,4.9,13.9,2000
Stephanie White,IND,G-F,32,635,32,12,635,6,15,0.398,2.4,6.3,0.386,3.5,8.7,0.406,6.4,7.8,0.826,1.3,5.4,5.1,2.8,0.5,4.2,4.4,20.8,2000
Suzie McConnell Serio,CLE,G,32,705,32,32,705,4.8,11.7,0.414,3.2,8.1,0.392,1.7,3.6,0.465,1.6,2.1,0.76,0.8,4.2,9.9,1.3,0.1,5.8,2.5,14.4,2000
Nikki McCray,WAS,G,32,1046,32,32,1046,9.3,21.4,0.434,2.8,8.4,0.331,6.5,13,0.5,6.3,8.2,0.769,1.2,3.1,4.7,2.5,0.3,4.9,4.4,27.6,2000
Nicky McCrimmon,LAS,G,32,488,32,0,488,4.4,8.7,0.506,1.8,3.7,0.485,2.6,4.9,0.523,0.8,1.6,0.5,1,3.6,7.3,3.3,0.9,5.4,4.6,11.3,2000
Danielle McCulley,IND,C-F,29,456,29,2,456,7.9,19.2,0.412,0.4,2.1,0.176,7.5,17.1,0.441,5.8,7.9,0.73,5.7,10.3,2.4,2,2.8,4.7,7.9,22,2000
Carla McGhee,ORL,F,32,408,32,0,408,4.3,11.8,0.361,0,0.4,0,4.3,11.4,0.375,3.8,5.6,0.692,3.8,9.1,3.3,3,0.7,4.4,8.3,12.4,2000
Taj McWilliams-Franklin,ORL,F-C,32,1098,32,32,1098,9.2,17.5,0.524,0.3,0.9,0.294,8.9,16.6,0.537,4.6,6.5,0.713,4.8,12.9,2.9,3.1,1.6,4.4,4.6,23.2,2000
Chasity Melvin,CLE,C-F,32,904,32,32,904,8.9,18.8,0.471,0.1,0.5,0.143,8.8,18.4,0.479,6.5,8.9,0.73,4.5,11.2,4,1.9,1.2,4,7.4,24.3,2000
Tausha Mills,WAS,C,31,295,31,0,295,9.1,20.7,0.438,0,0,,9.1,20.7,0.438,7.5,10,0.745,7.7,15.7,1.8,2,1.6,7.3,14,25.6,2000
DeLisha Milton-Jones,LAS,F,32,983,32,32,983,8.4,16.3,0.512,0.1,0.4,0.25,8.3,15.9,0.519,4.2,5.7,0.745,3.1,10.8,3.8,2.5,1.6,3.7,6.9,21.1,2000
Naomi Mulitauaopele,UTA,C,22,291,22,3,291,7.7,13,0.594,0.4,0.6,0.667,7.3,12.4,0.591,2.8,3.8,0.75,2.3,6.4,1.1,0.8,1.1,5.6,7,18.6,2000
Andrea Nagy,WAS,G,23,694,23,23,694,2.6,6.6,0.392,1.2,3.3,0.359,1.4,3.3,0.425,1.8,2.2,0.808,0.8,5.3,9.9,1.4,0.7,4.6,4.6,8.1,2000
Astou Ndiaye-Diatta,DET,F,32,868,32,32,868,9.8,20.7,0.474,0.1,0.4,0.167,9.8,20.3,0.48,1.8,3.2,0.569,4,11.6,2.5,1.4,1.4,3.9,5.3,21.5,2000
Eva Nemcova,CLE,F,14,443,14,14,443,8.9,21.8,0.409,3.9,9.4,0.408,5,12.4,0.409,2.9,3.2,0.917,1.2,5.4,3.1,2,1.1,3.6,3.9,24.6,2000
Claudia Neves,DET,G,30,636,30,20,636,5.3,14.1,0.38,2.4,7.8,0.304,3,6.3,0.473,2.1,2.5,0.833,0.7,3,5,2.6,0.1,4.8,2.6,15.2,2000
Vanessa Nygaard,POR,F,32,843,32,28,843,6.1,13.9,0.435,2,6,0.333,4.1,7.9,0.513,2.7,3.6,0.759,3.3,8.1,2,1.1,0.3,2.5,6.5,16.9,2000
Heather Owen,WAS,F-C,11,60,11,0,60,1,3.9,0.25,0,0,,1,3.9,0.25,0,0,,1.9,8.7,1.9,0,0,2.9,11.6,1.9,2000
Shantia Owens,MIA,F,31,605,31,16,605,5.1,13.2,0.389,0,0,,5.1,13.2,0.389,2.9,5.4,0.537,4.7,9.8,2.1,1.1,2.6,5.4,9.5,13.2,2000
Murriel Page,WAS,F,32,1046,32,32,1046,7.3,12.3,0.59,0,0,,7.3,12.3,0.59,2.9,5.1,0.565,4.4,11.5,3.6,1.3,1.8,3.5,5.7,17.4,2000
Wendy Palmer,DET,F,32,914,32,30,914,9.9,22,0.448,0.7,2.8,0.25,9.2,19.2,0.477,5.6,8,0.704,4,12.9,2.3,1.2,0.6,3.8,6.6,26,2000
Kate Paye,MIN,G,28,408,28,12,408,2.7,8.1,0.328,1.7,5.8,0.293,1,2.4,0.412,0.8,1.3,0.667,0.4,4.2,5.3,1.1,0.8,3.9,6.9,7.9,2000
Ticha Penicheiro,SAC,G,30,936,30,30,936,4.1,11.2,0.368,0.6,3,0.2,3.5,8.2,0.43,3.7,6.5,0.579,0.7,5.4,14.3,4.2,0.4,4.3,4.3,12.6,2000
Bridget Pettis,PHO,G,32,583,32,6,583,6.1,17,0.357,2,7.6,0.267,4,9.4,0.43,4.9,6.2,0.803,1.9,6.1,4.6,3.1,0.4,3.9,6.3,19.1,2000
Tari Phillips,NYL,F-C,31,978,31,30,978,10.3,22.1,0.467,0.1,0.5,0.25,10.2,21.6,0.472,5.2,7.9,0.654,5.2,15,1.7,3.6,1.3,5.2,6.7,25.9,2000
Angie Potthoff,MIN,F,3,8,3,0,8,0,14.3,0,0,7.2,0,0,7.2,0,0,0,,0,14.3,7.2,0,0,0,21.5,0,2000
Elaine Powell,ORL,G,20,347,20,1,347,4.4,11.1,0.394,0.5,1.5,0.333,3.9,9.6,0.404,2.8,3.7,0.773,2.8,8.4,7,2,0.2,5,3.5,12.1,2000
Lynn Pride,POR,G-F,32,462,32,1,462,5,14.4,0.347,0.4,1.1,0.333,4.6,13.3,0.349,3.5,5.1,0.69,2.7,7.4,4.9,1.9,1.1,4,7.2,13.9,2000
Texlin Quinney,IND,F,17,118,17,0,118,2.9,6.8,0.429,0,0,,2.9,6.8,0.429,1.5,2.4,0.6,5.3,7.8,7.3,1.9,0,4.9,5.8,7.3,2000
Jamie Redd,SEA,F,26,387,26,8,387,7.5,19.2,0.392,2.8,8,0.346,4.8,11.2,0.425,3.7,5.2,0.706,2.8,6.9,2.5,2.9,0.2,5.4,8.2,21.5,2000
Brandy Reed,PHO,F,32,1090,32,30,1090,12.5,24.6,0.507,1,2.3,0.419,11.5,22.3,0.516,6.9,7.7,0.901,3.2,10.2,4.6,3.6,1.1,4.9,2.8,32.8,2000
Tracy Reid,CHA,F,29,620,29,17,620,7.9,16.6,0.478,0,0.2,0,7.9,16.4,0.483,3.6,6.7,0.542,4.2,9.2,2.7,1.3,0.8,4.7,4.3,19.5,2000
Jennifer Rizzotti,HOU,G,32,437,32,2,437,2.8,7.2,0.382,1.6,5.1,0.308,1.2,2.1,0.563,0.8,1.2,0.667,0.8,4.7,5.8,2,0.3,3.4,5,7.9,2000
Crystal Robinson,NYL,F,27,722,27,14,722,7.1,16.5,0.428,3,8.4,0.353,4.1,8.1,0.505,2.5,2.7,0.909,2.1,5.6,3.9,1.9,0.8,2.7,6.1,19.5,2000
Renee Robinson,WAS,G,2,5,2,0,5,0,11.6,0,0,11.6,0,0,0,,46.4,46.4,1,0,0,0,11.6,0,11.6,34.8,46.4,2000
Jannon Roland,ORL,F,21,173,21,0,173,4.4,12.4,0.351,1,3.4,0.3,3.4,9.1,0.37,1.3,2.7,0.5,2.4,5.7,2.7,2,0,6.4,5.4,11.1,2000
Nykesha Sales,ORL,F-G,32,995,32,32,995,9.9,22.4,0.444,2.7,7,0.395,7.2,15.4,0.466,2.5,3.6,0.694,2.5,8.1,4,2.7,0.7,3.9,5.4,25.1,2000
Charisse Sampson,SEA,G,21,280,21,6,280,4.7,10,0.468,1.9,4.9,0.391,2.8,5.1,0.542,5.3,6,0.893,3,8.7,2.3,3.8,1.3,3,7.9,16.6,2000
Sheri Sam,MIA,G-F,31,904,31,27,904,9.9,25.6,0.387,2.4,8.1,0.292,7.5,17.5,0.431,4.5,6.7,0.67,2.6,8.9,4.4,2.4,0.3,5,4.5,26.6,2000
Alessandra Santos de Oliveira,IND,C,3,11,3,0,11,5.2,5.2,1,0,0,,5.2,5.2,1,5.2,31.3,0.167,0,15.6,0,0,0,10.4,15.6,15.6,2000
Rankica Sarenac,PHO,C,20,142,20,0,142,9.5,18.2,0.523,0.4,0.4,1,9.1,17.8,0.512,7.1,11.2,0.63,4.6,12.4,3.3,0,0.4,7.1,12.4,26.5,2000
Paige Sauer,LAS,C,12,66,12,0,66,6.6,11.6,0.571,0,0,,6.6,11.6,0.571,3.3,4.2,0.8,2.5,13.3,2.5,1.7,0.8,5,8.3,16.6,2000
Olympia Scott,DET,C,28,369,28,0,369,5.4,13,0.416,0,0.3,0,5.4,12.7,0.425,3.8,5.9,0.65,4.1,11.7,4.1,1.8,1.5,6.6,12.1,14.6,2000
Elena Shakirova,HOU,C,14,150,14,0,150,5,11.4,0.433,0.8,4.6,0.167,4.2,6.9,0.611,11.1,12.6,0.879,5.3,11.8,1.5,1.9,0.8,2.7,4.6,21.7,2000
Madinah Slaise,DET,G,3,7,3,0,7,0,15.4,0,0,7.7,0,0,7.7,0,30.8,30.8,1,0,7.7,0,7.7,0,0,0,30.8,2000
Charlotte Smith,CHA,F,30,659,30,7,659,4.9,13.8,0.352,2.1,6.6,0.316,2.8,7.2,0.386,1.7,2.2,0.8,2.5,9.2,4.8,1.3,1.5,4.2,7.6,13.6,2000
Charmin Smith,SEA,G,32,516,32,3,516,1.8,6.5,0.286,1.2,3.7,0.313,0.7,2.8,0.25,1.2,2.1,0.556,1.6,5.4,6.1,1.8,0.3,3.7,6,6,2000
Katie Smith*,MIN,G,32,1193,32,32,1193,9.8,23.2,0.421,4.2,11.1,0.379,5.5,12,0.46,7.3,8.4,0.869,1.3,4.5,4.3,2.1,0.3,3.7,3.4,31,2000
LaCharlotte Smith,ORL,G,3,12,3,0,12,9.7,14.5,0.667,0,4.8,0,9.7,9.7,1,4.8,4.8,1,4.8,9.7,4.8,9.7,0,9.7,9.7,24.2,2000
Tangela Smith,SAC,C,32,925,32,32,925,10.8,22.7,0.474,0,0,,10.8,22.7,0.474,2.2,2.8,0.783,3.7,10.9,2.6,1.8,3.9,3.7,6.5,23.7,2000
Dawn Staley*,CHA,G,32,1099,32,32,1099,4.9,13.2,0.372,1.5,4.6,0.33,3.4,8.6,0.394,3.4,3.9,0.878,1.1,4,9.9,1.9,0.1,4.7,4.2,14.7,2000
Kate Starbird,UTA,F-G,29,340,29,0,340,6.3,17.5,0.358,0.8,3.7,0.217,5.5,13.8,0.395,5.5,6.8,0.81,1.9,5.3,4.8,2.1,1.8,4.7,5.1,18.8,2000
Katy Steding,SAC,F,29,309,29,0,309,6.6,17.4,0.379,3.1,9.7,0.321,3.5,7.7,0.452,0.4,1.3,0.286,2,7.1,2.6,2,1.8,3.1,4,16.7,2000
Maria Stepanova,PHO,C,15,170,15,1,170,8.3,18.7,0.444,0,0,,8.3,18.7,0.444,3.1,5.2,0.6,5.2,16.6,2.8,1.4,3.1,7.6,14.5,19.7,2000
Andrea Stinson,CHA,G,32,1123,32,32,1123,10.9,23.6,0.462,1.9,5.4,0.358,9,18.2,0.493,5.1,6.8,0.739,1.8,6.9,6.2,2.8,1.2,4.4,3.9,28.8,2000
Shanele Stires,MIN,F,21,117,21,0,117,6.4,14.2,0.448,2.4,4.9,0.5,3.9,9.3,0.421,2,2.9,0.667,2.9,6.9,3.4,2.9,0,6.9,10.8,17.1,2000
Jurgita Streimikyte,IND,F,27,424,27,6,424,6.2,15.8,0.393,0.3,0.8,0.333,5.9,15,0.396,3.6,4.7,0.771,3.4,9.6,5.9,2.2,3.1,4.3,9.1,16.4,2000
